LON,LAT,OBS_1995-2014,SSP1-2.6_1995-2014,SSP1-2.6_2021-2040,SSP1-2.6_2041-2060,SSP1-2.6_2081-2100,SSP2-4.5_1995-2014,SSP2-4.5_2021-2040,SSP2-4.5_2041-2060,SSP2-4.5_2081-2100,SSP3-7.0_1995-2014,SSP3-7.0_2021-2040,SSP3-7.0_2041-2060,SSP3-7.0_2081-2100,SSP5-8.5_1995-2014,SSP5-8.5_2021-2040,SSP5-8.5_2041-2060,SSP5-8.5_2081-2100,GWL1.5_1995-2014,GWL1.5,GWL2.0_1995-2014,GWL2.0,GWL3.0_1995-2014,GWL3.0,GWL4.0_1995-2014,GWL4.0
120.10, 23.00, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000,
120.10, 23.05,  12.5000,   9.4620,  29.3120,  41.3240,  42.0120,   9.5423,  29.1404,  50.3308,  85.9346,   9.4674,  30.8239,  60.4543, 123.7065,   9.5423,  33.4154,  68.4115, 148.8058,   9.4923,  28.3366,   9.5238,  47.2366,   9.5254,  88.5860,   9.4327, 126.2596,
120.10, 23.10,  12.2000,   9.5000,  28.8740,  41.1360,  42.0460,   9.5750,  29.0981,  50.2462,  85.7212,   9.5826,  30.6000,  60.3087, 123.2413,   9.5750,  33.4788,  68.5981, 148.7115,   9.5443,  28.2232,   9.6041,  46.8808,   9.5921,  88.4509,   9.5673, 126.1731,
120.10, 23.15,  12.3500,   9.7280,  29.7040,  41.9180,  42.9480,   9.7827,  29.7962,  50.9192,  86.1423,   9.7978,  31.5696,  60.9826, 122.9565,   9.7827,  34.1519,  69.1942, 147.2308,   9.7546,  28.9696,   9.8134,  47.9506,   9.7947,  88.7272,   9.8038, 125.5731,
120.10, 23.20,  12.3500,  10.1940,  29.6140,  41.4220,  41.9600,  10.2404,  29.4192,  49.7212,  83.1442,  10.1652,  30.9957,  59.4000, 118.7870,  10.2404,  33.5442,  67.2269, 143.0019,  10.1928,  28.6567,  10.2558,  46.9587,  10.2316,  85.5263,  10.3212, 121.3250,
120.10, 23.25,  11.8500,  10.0700,  28.6500,  40.6360,  41.1620,  10.1077,  28.5481,  48.7019,  81.0404,  10.0413,  29.8891,  57.8457, 116.9696,  10.1077,  32.7135,  65.3654, 141.5077,  10.0639,  27.9809,  10.1186,  45.6593,  10.0737,  83.4947,  10.1288, 119.1885,
120.10, 23.30,  12.2000,   9.8860,  28.9280,  40.7820,  41.3140,   9.9038,  28.7519,  48.9154,  82.1154,   9.8457,  30.2304,  58.3652, 117.2826,   9.9038,  32.8923,  65.6615, 141.6558,   9.8603,  28.1067,   9.9041,  46.0942,   9.8588,  84.0684,   9.7731, 119.5596,
120.10, 23.35,  12.5500,   9.8820,  29.6180,  42.0080,  42.6380,   9.8615,  29.4846,  50.1365,  83.8788,   9.8065,  31.0522,  59.8783, 119.1804,   9.8615,  33.8404,  67.2558, 143.3692,   9.8443,  28.7753,   9.8785,  47.3157,   9.8465,  85.9465,   9.8865, 121.1731,
120.10, 23.50, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000,
120.10, 23.55,  10.3500,   9.9160,  30.4080,  42.9920,  43.6780,   9.9250,  30.3115,  51.2692,  84.7981,   9.8500,  31.6326,  60.5370, 118.6457,   9.9250,  34.7904,  68.6058, 142.1673,   9.8954,  29.6180,   9.9006,  48.4349,   9.8439,  86.6298,   9.7250, 119.4346,
120.10, 23.60, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000,
120.10, 23.65,  11.3500,  10.1460,  28.9520,  41.2960,  42.0540,  10.1000,  29.5712,  48.9827,  82.5365,  10.0565,  30.5891,  58.1457, 115.2109,  10.1000,  33.4500,  66.4192, 138.6942,  10.1077,  28.4964,  10.1250,  46.7366,  10.0535,  83.9132,   9.9846, 116.4731,
120.15, 22.90,  12.4500,   9.4400,  27.5580,  38.9160,  39.7180,   9.4923,  27.7846,  47.3654,  83.2115,   9.3957,  29.5217,  57.5435, 122.4130,   9.4923,  31.9885,  65.4923, 148.8981,   9.4490,  26.7232,   9.5064,  44.7424,   9.4807,  85.8412,   9.5692, 124.9519,
120.15, 22.95,  11.9000,   9.3080,  27.3920,  38.5540,  39.5720,   9.4212,  27.4231,  47.1692,  82.4827,   9.3500,  29.6087,  57.3304, 121.6957,   9.4212,  31.4327,  64.8538, 147.3500,   9.3546,  26.6500,   9.4308,  44.2826,   9.3930,  85.0649,   9.3615, 123.5750,
120.15, 23.00,  12.3000,   9.3080,  28.0880,  40.0040,  40.7780,   9.3750,  28.0577,  48.5442,  84.6442,   9.3957,  29.6500,  58.6630, 123.2500,   9.3750,  32.5865,  66.7673, 148.7519,   9.3541,  27.1402,   9.3924,  45.5157,   9.3781,  87.3386,   9.3288, 125.5481,
120.15, 23.05,  12.5500,   9.4900,  28.6500,  40.4860,  41.3540,   9.5558,  28.5596,  49.5058,  86.0365,   9.5174,  30.3913,  59.7326, 123.9783,   9.5558,  33.0615,  67.7192, 149.1615,   9.5211,  27.6851,   9.5576,  46.5314,   9.5763,  88.4377,   9.5712, 126.4269,
120.15, 23.10,  12.2500,   9.4780,  29.2980,  41.5100,  42.4960,   9.5115,  29.3788,  51.0096,  87.0019,   9.4587,  30.8261,  60.8565, 124.4587,   9.5115,  33.9269,  69.2558, 149.4058,   9.4784,  28.3840,   9.5256,  47.5669,   9.5140,  89.4570,   9.4615, 127.2769,
120.15, 23.15,  11.4500,   9.6480,  30.5240,  43.2620,  43.9920,   9.6885,  30.6385,  52.4442,  87.6673,   9.6522,  32.1783,  62.8478, 124.4217,   9.6885,  35.0038,  71.0385, 148.8327,   9.6572,  29.6536,   9.7355,  49.2099,   9.7096,  90.7667,   9.8000, 127.0115,
